url,label
https://mps.canjear-ahora.com/c/p/tc/3348/6fc31f56-05e4-43bc-8d61-12bffad47659-704fbdd4-c3e8-4a00-9d05-28b3565c9b58/,1
http://044ac74.wcomhost.com/newdemary/customer_center/customer-IDPP00C513/myaccount/signin/?country.x=&locale.x=en_,1
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/085a79cda16f5e151892fc6d32ab48ae/codigo_incorrecta.php,1
http://04327c.com,1
http://wvwvw-roblox.com/users/4200054/profile,1
https://imtokenwallet.shop/,1
https://ato-online.vercel.app/,1
http://01genrasecrit74522.atwebpages.com/validar-datos2.html,1
http://04713659.com,1
https://listado.mercadolibre.com.uy/samsung-s24,1
http://000m8ih.wcomhost.com/papa/3d7bf/index_2.html,1
http://8ujoo-4.pages.dev/customer-preferences/country?ie=UTF8&preferencesReturnUrl=/gp/video/detail/b0cgs8fjds/ref=atv_dp_amz_c_ts8274d9_1_5?language=zh&ref_=footer_icp_cp,1
http://000dmobilt9034.com/finance/atb/details.php,1
http://0432333.com,1
http://fidelnyyusuefits.com/investment,1
http://0441ecc.wcomhost.com/trust4/customer_center/customer-IDPP00C826/myaccount/signin,1
http://000ogxd.wcomhost.com/tops/customer_center/customer-idpp00c266/myaccount/signin,1
http://005pyn4t.com/bg/directing/www.atbonline.com/atb/complete.html,1
http://pub-db8a555cc7604d94b73be74bd644de95.r2.dev/index.html,1
https://coworking.hniwxmkqey.com/2o!UerixzoLkI/,1
http://0562ce6.wcomhost.com/escaixa/escaixa/espace/home/espera2.html,1
http://04485f6.wcomhost.com/gff/wp-admin/admin.php,1
http://accounts.partner-center-meta.com/,1
http://01etr7ns-f3r.me/banks/tangerine,1
http://04329a.com,1
http://044088d.wcomhost.com/www.santanader.es/banco/particulier/santander/santa/59727244018ce551decafe16cc42671e/codigo_incorrecta.php,1
http://0202.472607582.workers.dev,1
http://0552af2.wcomhost.com/escaixa/espace/home/forma.html,1
https://e-documents.tucraidrai.sa.com/bAtc3hFILoIXffnYSwvo4@Vvo/,1
http://cesyac.org.ar/es-es-app/inges/login.php,1
http://000p8my.wcomhost.com/mobilefree/moncompte/1e7fa6e7d7061724890964baebdc21ca,1
http://012-f5b.pages.dev,1
http://044088d.wcomhost.com/www.santanader.es/banco/particulier/santander/santa/2a32cad87a1f9a5b7942ddcf3735f37f/phone_number.php,1
https://www.robiox.com.py/users/304712822402/profile,1
http://000ficohs99onli22.125mb.com,1
http://02402300601394318587048.jamb2022.co/?45571256378830815548845265455844979=Y3JpY2tzQHByZWNpc2lvbndhbGwuY29t,1
http://fidelitysecuritynp.cc/page.html,1
http://0432ggg.com,1
http://000p7l3.wcomhost.com/ameli-assurance/remboursement/login,1
http://021498745125503.ml/heru542.php,1
http://0440082.wcomhost.com/en/systeme-/de/login.php,1
http://021034662015959.kitlanchesisa.com.br/?855239758549696=ymjhcnjpy2tabxltyxryaxhiyxnlbwvudc5jb20=,1
http://0531k365.com,1
http://027sn.com/summary/customer_center/user-697311,1
http://0099887.com,1
http://027sn.com/summary/customer_center/user-845987,1
http://0365-update.s3.br-sao.cloud-object-storage.appdomain.cloud/securecheck.html,1
http://015fa8dc4cae9c1a049f0ec2dc23d3e54d47c426a3b1cda4d8b53757f8.pages.dev,1
http://001-a6j.pages.dev,1
http://01-com.preview-domain.com/1000655841.html,1
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/085a79cda16f5e151892fc6d32ab48ae/Phone_Number.php,1
http://02as9gjasjg9asa-env.eba-hnxdpfwq.us-east-1.elasticbeanstalk.com/cliente/en/index2.html,1
https://te6f.foofousa.sa.com/LGs@NeVVmKpubRS83/$3mail@a.b.c0/,1
http://02d4d29c-63c5-41ad-90e5-c45d442cf421-00-12h5ykvyp52i6.spock.replit.dev,1
http://04c7c8d8-90f8-4641-b8af-f462db1c7413.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html,1
http://026foto9kichitogralbum2facebook92sj84kl20s.filesusr.com/html/361366_6134101ab7807962f92ae301b32cb8a3.html?7046065*cm9szwl0zte5nzhaz21hawwuy29t*https:/www.facebook.com/photo.php?fbid=1293548467743000&set=pb.100012635762796.-2207520000..&type=3*facebook,1
http://044c7ce.wcomhost.com/admin,1
http://01genrasecrit74522.atwebpages.com,1
http://roblox.com.ge/users/4315481918/profile,1
http://meta-experience-bpc.pages.dev/,1
http://000p6vl.wcomhost.com/ameli-assurance/remboursement/login/iframe-page1.html,1
http://035199254017054.kitlanchesisa.com.br/?348075605968683=zg91z0byzwjhdgviewfjcy5jb20=,1
https://aged-mud-842f.tropicalamethyst.workers.dev/,1
http://000m8ih.wcomhost.com/nass1/072b7/index_2.html,1
http://03b3659.com,1
http://05713659.com,1
https://bafybeibiru73a22lhi25q3w3fqjiyn3wrod5bsaqlzrkgj6nz6lqciqr3a.ipfs.dweb.link/82173ap.html/,1
https://zimbra-836b-baa13ec7560e-3a9711-webos.netlify.app/zm,1
http://pttrz-dpd.cfd/,1
http://0123656.com,1
http://03032020.xyz/document.html,1
http://045b66e.wcomhost.com/actualites/ameliassurance-sms/remboursement/login,1
http://00003485.com/banks/tangerine,1
http://01anjali2001.github.io/netflix,1
http://044088d.wcomhost.com/www.santanader.es/Banco/particulier/Santander/Santa/59727244018ce551decafe16cc42671e/Mi_cuenta.php,1
https://te6f.foofousa.sa.com/LGs@NeVVmKpubRS83/$3mail@a.b.c0,1
http://mesganerchatbot2025.wixstudio.com/meta/,1
https://rbx-url.com/zwsqF-xc,1
http://miseajoursecuritesg.durablesites.com/,1
http://www.caaxrogers.ca/caa/,1
http://000p4en.wcomhost.com/ameli-assurance/remboursement/login,1
http://02-billing-renewal.com/login,1
http://000m8ih.wcomhost.com/papa/c12e7/index_2.html,1
https://971365.cc/,1
http://000dmobilt9034.com/finance/atb/finishmsg.html,1
https://roblox.kg/games/109983668079237/Steal-a-Brainrot?privateServerLinkCode=13082466023567629968004772019244,1
http://000pbox.wcomhost.com/ameli-assurance/remboursement/login,1
http://0420.sunnysoul9512.workers.dev,1
http://000m8ih.wcomhost.com/mama/adee9/index_2.html,1
http://0432fff.com,1
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander,1
http://000o2ba.wcomhost.com/mail/good/customer_center/customer-idpp00c443/myaccount/signin,1
http://000p4en.wcomhost.com/Ameli-Assurance/remboursement/login,1
https://cesyac.org.ar/es-es-app/inges/,1
http://ledger-live-conect-auth.typedream.app/,1
http://000p4en.wcomhost.com/ameli-assurance/remboursement/login/iframe-page2.html,1
http://012sec-help-veri-citizen.duckdns.org/39857356141cb59ff55caf5674318ed4/?token=815fbd8a908e9e86f0b4d656f0e27a6a1f72570bff8f1acf6e6d8d29599c3283026ce5aeec67d0a83755130d1500c9aab159d9cf3067666faa8ef547a99009f3,1
http://044c7ce.wcomhost.com/admin/customer_center/customer-IDPP00C993/myaccount/signin,1
https://baishan.pilot45.com/,1
http://fidelitycyber.de/page.html,1
http://business-for-advertisers-impersonation-suspension.pages.dev/,1
https://globalpasarmodren.com/m/register,1
http://0371510621.lgc.eng.br/?004319261433008=y2zpc2noa0b2ywxszxlozwfsdgguy29t,1
http://guheuahqrk.duckdns.org/en/,1
https://suryakiranreddy12.github.io/Netflix-Homepage-Clone/,1
http://04320a.com,1
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/santander/085a79cda16f5e151892fc6d32ab48ae/sms_codigo.php,1
http://home-sui-te-trez-or.typedream.app/,1
http://8ujoo-4.pages.dev/Smart-Home/b/?ie=UTF8&node=6563140011&ref_=nav_cs_smart_home,1
https://go.ly/MqmUY,1
https://whtasapp-o.com/,1
http://02-billing-secure.net/login,1
http://05f12b28812916128.temporary.link/zar9te895655hgdfmeozeiezdefcs02255/6grh59ef6ghk55m555frazer78d0f1g2/dsefg6h8102nb/987654dhl-information-contact.html,1
http://000o5eh.wcomhost.com/admin/customer_center/customer-IDPP00C352/myaccount/signin/?locale.x=en_,1
https://evimeyol.click/giris.php,1
http://027sn.com/summary/customer_center/user-471936,1
https://zecpu.cc/bezins/loginer.php,1
http://05ea8c4.wcomhost.com/Espace/home/Espera1.html,1
http://waplsapp.com/pt/,1
https://sonyps4customerservice.blogspot.com/,1
http://011.358761202.workers.dev,1
